,明细_所属分类,取数日期,数据日期,明细_数量,所属部门,明细_所属项目,班次,明细_项目,明细_计量单位
4650,直接材料,2024-08-17,2024-08-17 06:00:00,956.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4651,直接材料,2024-08-17,2024-08-17 06:00:00,1004.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4652,直接材料,2024-08-17,2024-08-17 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4653,直接材料,2024-08-17,2024-08-17 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4654,直接材料,2024-08-17,2024-08-17 06:00:00,3.46,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4655,直接材料,2024-08-17,2024-08-17 06:00:00,0.86,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4656,直接材料,2024-08-18,2024-08-18 06:00:00,732.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4657,直接材料,2024-08-18,2024-08-18 06:00:00,1670.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4658,直接材料,2024-08-18,2024-08-18 06:00:00,180.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4659,直接材料,2024-08-18,2024-08-18 06:00:00,82.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4660,直接材料,2024-08-18,2024-08-18 06:00:00,1129.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4661,直接材料,2024-08-18,2024-08-18 06:00:00,923.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4662,直接材料,2024-08-18,2024-08-18 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4663,直接材料,2024-08-18,2024-08-18 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4664,直接材料,2024-08-18,2024-08-18 06:00:00,2.405,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4665,直接材料,2024-08-18,2024-08-18 06:00:00,1.118,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4666,直接材料,2024-08-19,2024-08-19 06:00:00,603.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4667,直接材料,2024-08-19,2024-08-19 06:00:00,2466.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4668,直接材料,2024-08-19,2024-08-19 06:00:00,210.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4669,直接材料,2024-08-19,2024-08-19 06:00:00,209.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4670,直接材料,2024-08-19,2024-08-19 06:00:00,1235.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4671,直接材料,2024-08-19,2024-08-19 06:00:00,1119.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4672,直接材料,2024-08-19,2024-08-19 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4673,直接材料,2024-08-19,2024-08-19 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4674,直接材料,2024-08-19,2024-08-19 06:00:00,2.546,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4675,直接材料,2024-08-19,2024-08-19 06:00:00,1.105,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4676,直接材料,2024-08-20,2024-08-20 06:00:00,463.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4677,直接材料,2024-08-20,2024-08-20 06:00:00,2000.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4678,直接材料,2024-08-20,2024-08-20 06:00:00,240.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4679,直接材料,2024-08-20,2024-08-20 06:00:00,211.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4680,直接材料,2024-08-20,2024-08-20 06:00:00,1148.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4681,直接材料,2024-08-20,2024-08-20 06:00:00,1168.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4682,直接材料,2024-08-20,2024-08-20 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4683,直接材料,2024-08-20,2024-08-20 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4684,直接材料,2024-08-20,2024-08-20 06:00:00,2.591,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4685,直接材料,2024-08-20,2024-08-20 06:00:00,1.463,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4686,直接材料,2024-08-21,2024-08-21 06:00:00,750.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4687,直接材料,2024-08-21,2024-08-21 06:00:00,2528.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4688,直接材料,2024-08-21,2024-08-21 06:00:00,310.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4689,直接材料,2024-08-21,2024-08-21 06:00:00,135.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4690,直接材料,2024-08-21,2024-08-21 06:00:00,957.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4691,直接材料,2024-08-21,2024-08-21 06:00:00,1021.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4692,直接材料,2024-08-21,2024-08-21 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4693,直接材料,2024-08-21,2024-08-21 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4694,直接材料,2024-08-21,2024-08-21 06:00:00,2.933,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4695,直接材料,2024-08-21,2024-08-21 06:00:00,1.104,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4696,直接材料,2024-08-23,2024-08-23 06:00:00,0.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4697,直接材料,2024-08-23,2024-08-23 06:00:00,2031.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4698,直接材料,2024-08-23,2024-08-23 06:00:00,210.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4699,直接材料,2024-08-23,2024-08-23 06:00:00,80.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4700,直接材料,2024-08-23,2024-08-23 06:00:00,505.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4701,直接材料,2024-08-23,2024-08-23 06:00:00,537.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4702,直接材料,2024-08-23,2024-08-23 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4703,直接材料,2024-08-23,2024-08-23 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4704,直接材料,2024-08-23,2024-08-23 06:00:00,2.834,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4705,直接材料,2024-08-23,2024-08-23 06:00:00,0.29,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4706,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4707,直接材料,2024-08-24,2024-08-24 06:00:00,1565.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4708,直接材料,2024-08-24,2024-08-24 06:00:00,140.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4709,直接材料,2024-08-24,2024-08-24 06:00:00,68.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4710,直接材料,2024-08-24,2024-08-24 06:00:00,367.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4711,直接材料,2024-08-24,2024-08-24 06:00:00,443.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4712,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4713,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4714,直接材料,2024-08-24,2024-08-24 06:00:00,2.225,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4715,直接材料,2024-08-24,2024-08-24 06:00:00,0.774,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4716,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4717,直接材料,2024-08-25,2024-08-25 06:00:00,1650.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4718,直接材料,2024-08-25,2024-08-25 06:00:00,150.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4719,直接材料,2024-08-25,2024-08-25 06:00:00,40.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4720,直接材料,2024-08-25,2024-08-25 06:00:00,83.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4721,直接材料,2024-08-25,2024-08-25 06:00:00,88.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4722,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4723,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4724,直接材料,2024-08-25,2024-08-25 06:00:00,1.819,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4725,直接材料,2024-08-25,2024-08-25 06:00:00,0.218,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4726,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4727,直接材料,2024-08-26,2024-08-26 06:00:00,1439.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4728,直接材料,2024-08-26,2024-08-26 06:00:00,140.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4729,直接材料,2024-08-26,2024-08-26 06:00:00,45.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4730,直接材料,2024-08-26,2024-08-26 06:00:00,258.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4731,直接材料,2024-08-26,2024-08-26 06:00:00,254.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4732,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4733,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4734,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4735,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4736,直接材料,2024-08-27,2024-08-27 06:00:00,268.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4737,直接材料,2024-08-27,2024-08-27 06:00:00,2000.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4738,直接材料,2024-08-27,2024-08-27 06:00:00,220.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4739,直接材料,2024-08-27,2024-08-27 06:00:00,40.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4740,直接材料,2024-08-27,2024-08-27 06:00:00,260.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4741,直接材料,2024-08-27,2024-08-27 06:00:00,321.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4742,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4743,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4744,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4745,直接材料,2024-08-27,2024-08-27 06:00:00,0.556,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4746,直接材料,2024-08-28,2024-08-28 06:00:00,530.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4747,直接材料,2024-08-28,2024-08-28 06:00:00,613.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4748,直接材料,2024-08-28,2024-08-28 06:00:00,110.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4749,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4750,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4751,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4752,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4753,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4754,直接材料,2024-08-28,2024-08-28 06:00:00,2.638,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4755,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4756,直接材料,2024-08-29,2024-08-29 06:00:00,414.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4757,直接材料,2024-08-29,2024-08-29 06:00:00,1000.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4758,直接材料,2024-08-29,2024-08-29 06:00:00,140.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4759,直接材料,2024-08-29,2024-08-29 06:00:00,0.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4760,直接材料,2024-08-29,2024-08-29 06:00:00,0.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4761,直接材料,2024-08-29,2024-08-29 06:00:00,0.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4762,直接材料,2024-08-29,2024-08-29 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4763,直接材料,2024-08-29,2024-08-29 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4764,直接材料,2024-08-29,2024-08-29 06:00:00,1.066,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4765,直接材料,2024-08-29,2024-08-29 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4766,直接材料,2024-08-31,2024-08-31 06:00:00,640.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4767,直接材料,2024-08-31,2024-08-31 06:00:00,1100.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4768,直接材料,2024-08-31,2024-08-31 06:00:00,170.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4769,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4770,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4771,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4772,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4773,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4774,直接材料,2024-08-31,2024-08-31 06:00:00,1.123,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4775,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4776,直接材料,2024-09-02,2024-09-02 06:00:00,757.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4777,直接材料,2024-09-02,2024-09-02 06:00:00,2428.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4778,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4779,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4780,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4781,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4782,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4783,直接材料,2024-09-02,2024-09-02 06:00:00,1.874,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4784,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4785,直接材料,2024-09-02,2024-09-02 06:00:00,345.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,方
4786,直接材料,2024-09-03,2024-09-03 06:00:00,1092.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4787,直接材料,2024-09-03,2024-09-03 06:00:00,1826.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4788,直接材料,2024-09-03,2024-09-03 06:00:00,285.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4789,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4790,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4791,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4792,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4793,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4794,直接材料,2024-09-03,2024-09-03 06:00:00,3.347,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4795,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4796,直接材料,2024-09-05,2024-09-05 06:00:00,651.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4797,直接材料,2024-09-05,2024-09-05 06:00:00,2019.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4798,直接材料,2024-09-05,2024-09-05 06:00:00,0.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4799,直接材料,2024-09-05,2024-09-05 06:00:00,0.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4800,直接材料,2024-09-05,2024-09-05 06:00:00,0.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4801,直接材料,2024-09-05,2024-09-05 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4802,直接材料,2024-09-05,2024-09-05 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4803,直接材料,2024-09-05,2024-09-05 06:00:00,2.873,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4804,直接材料,2024-09-05,2024-09-05 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4805,直接材料,2024-09-05,2024-09-05 06:00:00,284.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,方
4806,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4807,直接材料,2024-09-06,2024-09-06 06:00:00,1299.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4808,直接材料,2024-09-06,2024-09-06 06:00:00,120.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
4809,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4810,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4811,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4812,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4813,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4814,直接材料,2024-09-06,2024-09-06 06:00:00,2.346,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4815,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4816,直接材料,2024-09-08,2024-09-08 06:00:00,521.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4817,直接材料,2024-09-08,2024-09-08 06:00:00,1926.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4818,直接材料,2024-09-08,2024-09-08 06:00:00,0.0,选矿分厂,暂无分类,夜班,4、5号球磨用水量,吨
4819,直接材料,2024-09-08,2024-09-08 06:00:00,0.0,选矿分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
4820,直接材料,2024-09-08,2024-09-08 06:00:00,0.0,选矿分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
4821,直接材料,2024-09-08,2024-09-08 06:00:00,0.0,选矿分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
4822,直接材料,2024-09-08,2024-09-08 06:00:00,0.0,选矿分厂,衬板,夜班,4、5号球磨衬板消耗,吨
4823,直接材料,2024-09-08,2024-09-08 06:00:00,0.176,选矿分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
4824,直接材料,2024-09-08,2024-09-08 06:00:00,0.0,选矿分厂,钢球,夜班,4、5号球磨钢球消耗,吨
4825,直接材料,2024-09-08,2024-09-08 06:00:00,262.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,方
4826,直接材料,2024-09-09,2024-09-09 06:00:00,470.0,选矿分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
4827,直接材料,2024-09-09,2024-09-09 06:00:00,780.0,选矿分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
4828,直接材料,2024-09-09,2024-09-09 06:00:00,135.0,选矿分厂,暂无分类,夜班,1-2期半自磨用水量,吨
